area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Built-up  Area,Ready To Move,Sanjay nagar,5 BHK,3300.0,3.0,2.0,250.0,5,7575.757575757576,660.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1230.0,2.0,2.0,48.0,2,3902.439024390244,615.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,650.0,1.0,1.0,20.0,1,3076.923076923077,650.0
Super built-up  Area,Ready To Move,Benson Town,2 BHK,1480.0,2.0,2.0,120.0,2,8108.108108108108,740.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1220.0,2.0,1.0,43.92,2,3600.0,610.0
Super built-up  Area,Ready To Move,Other,3 BHK,1570.0,3.0,1.0,115.0,3,7324.84076433121,523.3333333333334
Built-up  Area,Ready To Move,Other,3 BHK,3000.0,3.0,3.0,400.0,3,13333.333333333334,1000.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665.0,3.0,2.0,86.91,3,5219.81981981982,555.0
Plot  Area,Ready To Move,Other,3 Bedroom,1350.0,3.0,1.0,380.0,3,28148.14814814815,450.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,4000.0,5.0,2.0,600.0,4,15000.0,1000.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,1100.0,2.0,0.0,68.0,2,6181.818181818182,550.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,2.0,1.0,87.01,3,6445.185185185185,450.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719.0,3.0,2.0,116.0,3,6748.109365910413,573.0
Super built-up  Area,Ready To Move,Budigere,1 BHK,664.0,1.0,1.0,35.0,1,5271.084337349397,664.0
Super built-up  Area,18-Dec,Sonnenahalli,2 BHK,1011.0,2.0,1.0,50.53,2,4998.021760633037,505.5
Built-up  Area,Ready To Move,Other,6 Bedroom,2400.0,6.0,0.0,130.0,6,5416.666666666667,400.0
Super built-up  Area,Ready To Move,Other,3 BHK,1680.0,3.0,2.0,85.0,3,5059.523809523809,560.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,717.0,2.0,0.0,49.475,2,6900.278940027894,358.5
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1520.0,2.0,2.0,150.0,3,9868.421052631578,506.6666666666667
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,1350.0,2.0,2.0,53.0,3,3925.925925925926,450.0
Super built-up  Area,15-Nov,Kothanur,3 BHK,1760.0,3.0,2.0,150.0,3,8522.727272727272,586.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,875.0,2.0,1.0,33.0,2,3771.4285714285716,437.5
Super built-up  Area,Ready To Move,Hennur,2 BHK,1231.0,2.0,2.0,48.0,2,3899.268887083672,615.5
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1174.0,2.0,3.0,74.0,2,6303.236797274276,587.0
Built-up  Area,Ready To Move,Munnekollal,3 BHK,1560.0,3.0,3.0,75.0,3,4807.692307692308,520.0
Super built-up  Area,Ready To Move,Other,2 BHK,1464.0,2.0,2.0,56.0,2,3825.136612021858,732.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,2200.0,3.0,2.0,130.0,3,5909.090909090909,733.3333333333334
Built-up  Area,Ready To Move,Other,2 BHK,850.0,2.0,2.0,55.0,2,6470.588235294118,425.0
Built-up  Area,Ready To Move,Other,3 BHK,1750.0,3.0,1.0,180.0,3,10285.714285714286,583.3333333333334
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,2024.0,3.0,2.0,157.0,3,7756.916996047431,674.6666666666666
Plot  Area,Ready To Move,Other,2 Bedroom,1500.0,1.0,0.0,160.0,2,10666.666666666666,750.0
Plot  Area,Ready To Move,Other,6 Bedroom,2100.0,6.0,2.0,275.0,6,13095.238095238095,350.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2408.0,4.0,2.0,260.0,3,10797.34219269103,802.6666666666666
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,1080.0,2.0,1.0,44.0,2,4074.074074074074,540.0
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2070.0,3.0,2.0,225.0,3,10869.565217391304,690.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1020.0,2.0,1.0,29.46,2,2888.235294117647,510.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1500.0,2.0,3.0,55.0,3,3666.6666666666665,500.0
Plot  Area,Ready To Move,Other,4 Bedroom,1575.0,5.0,1.0,158.0,4,10031.746031746032,393.75
Plot  Area,Ready To Move,Kodichikkanahalli,4 Bedroom,3250.0,4.0,1.0,180.0,4,5538.461538461538,812.5
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2.0,1.0,47.0,2,4000.0,587.5
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1030.0,2.0,1.0,34.5,2,3349.5145631067962,515.0
Super built-up  Area,18-Jul,Hebbal,2 BHK,1440.0,2.0,1.0,115.0,2,7986.111111111111,720.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,1500.0,2.0,1.0,84.0,2,5600.0,750.0
Plot  Area,Ready To Move,Thanisandra,1 Bedroom,1380.0,1.0,1.0,62.1,1,4500.0,1380.0
Built-up  Area,Ready To Move,Other,2 BHK,1200.0,2.0,3.0,50.0,2,4166.666666666667,600.0
Built-up  Area,Ready To Move,Other,1 BHK,705.0,1.0,2.0,36.5,1,5177.304964539007,705.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,2240.0,5.0,2.0,155.0,3,6919.642857142857,746.6666666666666
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1584.01,3.0,1.0,103.0,3,6502.484201488627,528.0033333333333
Super built-up  Area,Ready To Move,Other,3 BHK,1340.0,3.0,3.0,77.0,3,5746.268656716418,446.6666666666667
Super built-up  Area,Ready To Move,Other,3 BHK,1800.0,3.0,2.0,70.0,3,3888.8888888888887,600.0
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1200.0,2.0,3.0,45.0,2,3750.0,600.0
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,685.0,1.0,1.0,40.0,1,5839.41605839416,685.0
Super built-up  Area,Ready To Move,Other,2 BHK,925.0,2.0,3.0,42.0,2,4540.540540540541,462.5
Super built-up  Area,Ready To Move,Other,2 BHK,1230.0,2.0,2.0,57.0,2,4634.1463414634145,615.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1125.0,2.0,1.0,52.0,2,4622.222222222223,562.5
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1100.0,2.0,1.0,54.0,2,4909.090909090909,550.0
Plot  Area,18-Aug,Jigani,3 Bedroom,2400.0,3.0,2.0,149.0,3,6208.333333333333,800.0
Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,41.58,3,2970.0,466.6666666666667
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1858.0,3.0,1.0,98.3,3,5290.635091496232,619.3333333333334
Plot  Area,Ready To Move,Other,1 Bedroom,1260.0,1.0,1.0,41.0,1,3253.968253968254,1260.0
Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,3530.0,4.0,2.0,290.0,4,8215.297450424929,882.5
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1185.0,2.0,2.0,60.0,2,5063.291139240507,592.5
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,2.0,1.0,216.0,2,18000.0,600.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,58.0,2,4621.5139442231075,627.5
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3436.0,6.0,3.0,475.0,4,13824.214202561117,859.0
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1335.0,3.0,2.0,89.0,3,6666.666666666667,445.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,1999.0,3.0,2.0,132.0,3,6603.301650825412,666.3333333333334
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,2.0,1.0,125.0,2,10416.666666666666,600.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1397.0,3.0,2.0,110.0,3,7874.0157480314965,465.6666666666667
Super built-up  Area,Ready To Move,Cooke Town,4 BHK,3950.0,4.0,2.0,450.0,4,11392.405063291139,987.5
Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,1200.0,2.0,1.0,130.0,2,10833.333333333334,600.0
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,1616.0,3.0,0.0,95.0,3,5878.712871287129,538.6666666666666
Built-up  Area,Ready To Move,Other,4 Bedroom,1270.0,2.0,1.0,175.0,4,13779.527559055117,317.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,2.0,38.55,2,3381.578947368421,570.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525.0,1.0,1.0,30.0,1,5714.285714285715,525.0
Plot  Area,Ready To Move,Varthur,3 Bedroom,1200.0,2.0,1.0,98.0,3,8166.666666666667,400.0
Built-up  Area,Ready To Move,Other,1 Bedroom,700.0,1.0,1.0,162.0,1,23142.85714285714,700.0
Super built-up  Area,18-Jul,Balagere,2 BHK,1205.47,2.0,1.0,81.0,2,6719.370867794304,602.735
Plot  Area,Ready To Move,Other,3 Bedroom,1200.0,3.0,2.0,130.0,3,10833.333333333334,400.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1700.0,3.0,2.0,75.0,3,4411.764705882353,566.6666666666666
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1090.0,2.0,1.0,54.54,2,5003.6697247706425,545.0
Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,3600.0,5.0,2.0,220.0,4,6111.111111111111,900.0
Built-up  Area,Ready To Move,Kundalahalli,1 BHK,2400.0,1.0,0.0,650.0,1,27083.333333333332,2400.0
Super built-up  Area,19-Mar,Thanisandra,1 BHK,923.0,1.0,1.0,60.84,1,6591.549295774648,923.0
Super built-up  Area,18-May,Other,4 BHK,3595.0,6.0,2.0,360.0,4,10013.908205841446,898.75
Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,1050.0,2.0,2.0,48.0,2,4571.428571428572,525.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495.0,2.0,2.0,79.5,2,5317.725752508361,747.5
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1664.0,2.0,2.0,93.865,3,5640.9254807692305,554.6666666666666
Built-up  Area,Ready To Move,Other,3 BHK,1485.0,3.0,2.0,85.0,3,5723.905723905724,495.0
Super built-up  Area,19-Dec,Dommasandra,3 BHK,1033.0,2.0,2.0,31.5,3,3049.3707647628266,344.3333333333333
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1400.0,2.0,1.0,48.0,3,3428.5714285714284,466.6666666666667
Built-up  Area,Ready To Move,Indira Nagar,1 Bedroom,500.0,1.0,0.0,70.0,1,14000.0,500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,944.0,2.0,1.0,35.0,2,3707.6271186440677,472.0
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,3250.0,5.0,0.0,290.0,5,8923.076923076924,650.0
Super built-up  Area,19-Mar,Whitefield,2 BHK,1216.0,2.0,1.0,66.48,2,5467.105263157895,608.0
Super built-up  Area,Ready To Move,Other,2 BHK,1100.0,2.0,1.0,39.5,2,3590.909090909091,550.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1743.0,3.0,2.0,93.25,3,5349.971313826735,581.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1274.0,2.0,2.0,48.42,2,3800.6279434850862,637.0
Super built-up  Area,Ready To Move,Other,3 BHK,2500.0,3.0,2.0,425.0,3,17000.0,833.3333333333334
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1512.0,2.0,2.0,110.0,3,7275.132275132275,504.0
Super built-up  Area,Ready To Move,Other,4 BHK,3100.0,5.0,1.0,385.0,4,12419.354838709678,775.0
Super built-up  Area,Ready To Move,Cox Town,3 BHK,1650.0,3.0,3.0,100.0,3,6060.606060606061,550.0
Built-up  Area,Ready To Move,Doddathoguru,3 BHK,1875.0,3.0,1.0,55.0,3,2933.3333333333335,625.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,1350.0,3.0,2.0,54.0,3,4000.0,450.0
Super built-up  Area,Ready To Move,Other,2 BHK,1219.0,2.0,2.0,40.0,2,3281.3781788351107,609.5
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,1.0,150.0,4,12500.0,300.0
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3 Bedroom,2400.0,3.0,3.0,85.0,3,3541.6666666666665,800.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1141.0,2.0,1.0,44.4,2,3891.3234005258546,570.5
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1151.0,2.0,1.0,43.1,2,3744.5699391833186,575.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,915.0,2.0,1.0,38.0,2,4153.005464480874,457.5
Plot  Area,Ready To Move,Other,3 Bedroom,3259.0,3.0,0.0,270.0,3,8284.749923289353,1086.3333333333333
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,1115.0,2.0,1.0,65.12,2,5840.358744394619,557.5
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,139.0,3,6708.494208494209,690.6666666666666
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1200.0,2.0,2.0,53.0,2,4416.666666666667,600.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1300.0,2.0,2.0,65.0,2,5000.0,650.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1457.0,2.0,2.0,85.0,2,5833.905284831846,728.5
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,1262.0,2.0,2.0,55.0,2,4358.161648177496,631.0
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,900.0,2.0,2.0,22.5,2,2500.0,450.0
Built-up  Area,Ready To Move,Attibele,1 BHK,420.0,1.0,1.0,17.0,1,4047.6190476190477,420.0
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1160.0,2.0,1.0,46.39,2,3999.137931034483,580.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1115.0,2.0,2.0,50.0,2,4484.304932735426,557.5
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1315.0,2.0,1.0,85.4,3,6494.296577946768,438.3333333333333
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,1500.0,2.0,2.0,57.0,2,3800.0,750.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1127.0,2.0,1.0,68.0,2,6033.717834960071,563.5
Super built-up  Area,18-Feb,Kundalahalli,3 BHK,1397.0,3.0,2.0,104.0,3,7444.523979957051,465.6666666666667
Built-up  Area,20-Dec,Whitefield,2 BHK,1173.0,2.0,1.0,60.0,2,5115.089514066496,586.5
Super built-up  Area,Ready To Move,Sompura,2 BHK,1090.0,2.0,2.0,28.0,2,2568.8073394495414,545.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2720.0,5.0,2.0,210.0,3,7720.588235294118,906.6666666666666
Super built-up  Area,18-May,Jakkur,2 BHK,1230.0,2.0,1.0,76.0,2,6178.861788617886,615.0
Super built-up  Area,Ready To Move,Other,4 BHK,3200.0,3.0,3.0,190.0,4,5937.5,800.0
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,858.0,2.0,1.0,31.57,2,3679.4871794871797,429.0
Super built-up  Area,21-Mar,Talaghattapura,3 BHK,1868.0,3.0,1.0,121.0,3,6477.516059957174,622.6666666666666
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1689.28,3.0,2.0,91.2,3,5398.74976321273,563.0933333333334
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1425.0,3.0,3.0,49.88,3,3500.3508771929824,475.0
Plot  Area,Ready To Move,Other,2 Bedroom,1350.0,2.0,1.0,100.0,2,7407.407407407408,675.0
Built-up  Area,Ready To Move,Channasandra,6 Bedroom,4200.0,6.0,0.0,180.0,6,4285.714285714285,700.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1310.0,2.0,1.0,85.0,3,6488.5496183206105,436.6666666666667
Super built-up  Area,18-Jun,Haralur Road,4 BHK,3185.0,2.0,2.0,175.0,4,5494.505494505494,796.25
Super built-up  Area,Ready To Move,Other,2 BHK,970.0,2.0,1.0,40.0,2,4123.711340206186,485.0
Super built-up  Area,18-May,Kundalahalli,3 BHK,1397.0,3.0,3.0,108.0,3,7730.851825340014,465.6666666666667
Super built-up  Area,18-Jul,Sarjapur,2 BHK,1157.0,2.0,1.0,40.0,2,3457.216940363008,578.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1125.0,2.0,1.0,61.2,2,5440.0,562.5
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1157.0,2.0,1.0,42.0,2,3630.077787381158,578.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1241.0,2.0,1.0,82.0,2,6607.57453666398,620.5
Super built-up  Area,19-Dec,Binny Pete,1 BHK,660.0,1.0,1.0,62.0,1,9393.939393939394,660.0
Built-up  Area,Ready To Move,Marathahalli,4 BHK,4000.0,4.0,3.0,220.0,4,5500.0,1000.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,2340.0,4.0,1.0,148.0,4,6324.786324786325,585.0
Built-up  Area,Ready To Move,Other,1 BHK,596.0,1.0,1.0,42.0,1,7046.979865771812,596.0
Super built-up  Area,Ready To Move,Other,16 BHK,10000.0,16.0,2.0,550.0,16,5500.0,625.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,3.0,110.0,4,9166.666666666666,300.0
Super built-up  Area,Ready To Move,Other,3 BHK,1910.0,3.0,1.0,190.0,3,9947.643979057591,636.6666666666666
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1139.0,2.0,2.0,80.0,2,7023.705004389815,569.5
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122.0,5.0,2.0,225.0,4,7206.91864189622,780.5
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2 BHK,1033.0,2.0,2.0,28.41,2,2750.242013552759,516.5
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1168.0,2.0,2.0,64.08,2,5486.301369863014,584.0
Super built-up  Area,Ready To Move,Chandapura,2 BHK,877.0,2.0,3.0,42.0,2,4789.053591790193,438.5
Built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1340.0,2.0,2.0,75.0,2,5597.014925373134,670.0
Built-up  Area,Ready To Move,Other,3 BHK,1405.0,2.0,2.0,70.0,3,4982.20640569395,468.3333333333333
Super built-up  Area,Ready To Move,Other,3 BHK,1800.0,3.0,3.0,65.0,3,3611.1111111111113,600.0
Built-up  Area,Ready To Move,Other,3 BHK,1750.0,3.0,3.0,149.0,3,8514.285714285714,583.3333333333334
Super built-up  Area,Ready To Move,Other,3 BHK,1360.0,2.0,1.0,65.0,3,4779.411764705882,453.3333333333333
Super built-up  Area,19-Jun,Other,2 BHK,985.0,2.0,1.0,63.0,2,6395.9390862944165,492.5
Super built-up  Area,16-Jul,Other,2 BHK,1300.0,2.0,1.0,129.0,2,9923.076923076924,650.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,150.0,3,8108.108108108108,616.6666666666666
Super built-up  Area,Ready To Move,Other,3 BHK,1490.0,2.0,3.0,88.0,3,5906.040268456376,496.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,620.0,1.0,1.0,25.0,2,4032.2580645161293,310.0
Super built-up  Area,19-Aug,Hormavu,2 BHK,1130.0,2.0,1.0,42.3,2,3743.362831858407,565.0
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1080.0,2.0,2.0,55.0,2,5092.592592592592,540.0
Built-up  Area,Ready To Move,Singasandra,4 BHK,3126.0,4.0,2.0,120.0,4,3838.7715930902114,781.5
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,52.17,3,3700.0,470.0
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1375.0,3.0,2.0,59.0,3,4290.909090909091,458.3333333333333
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1290.0,2.0,1.0,94.5,3,7325.581395348837,430.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,1318.0,2.0,1.0,85.28,3,6470.40971168437,439.3333333333333
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1128.0,2.0,1.0,68.0,2,6028.368794326241,564.0
Plot  Area,Ready To Move,Other,4 Bedroom,4428.0,4.0,2.0,255.0,4,5758.807588075881,1107.0
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,1051.0,2.0,2.0,56.74,2,5398.667935299714,525.5
Plot  Area,Ready To Move,Kengeri,3 Bedroom,3500.0,5.0,0.0,275.0,3,7857.142857142857,1166.6666666666667
Plot  Area,Ready To Move,Kannamangala,4 Bedroom,2400.0,4.0,1.0,130.0,4,5416.666666666667,600.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1327.0,2.0,3.0,85.0,2,6405.42577241899,663.5
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,2912.0,6.0,2.0,210.0,4,7211.538461538462,728.0
Super built-up  Area,Ready To Move,Other,2 BHK,1301.0,2.0,2.0,55.0,2,4227.517294388932,650.5
Super built-up  Area,Ready To Move,Other,1 BHK,650.0,1.0,0.0,30.0,1,4615.384615384615,650.0
Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3.0,1.0,67.75,3,5645.833333333333,400.0
Super built-up  Area,Ready To Move,Other,3 BHK,1500.0,2.0,2.0,89.99,3,5999.333333333333,500.0
Plot  Area,Ready To Move,Other,4 Bedroom,2700.0,6.0,2.0,675.0,4,25000.0,675.0
Plot  Area,Ready To Move,Other,4 Bedroom,1350.0,4.0,2.0,145.0,4,10740.74074074074,337.5
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,28.88,2,2888.0,500.0
Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,984.0,2.0,1.0,45.91,2,4665.650406504065,492.0
Super built-up  Area,22-May,Jakkur,3 BHK,1819.18,3.0,1.0,160.0,3,8795.17145087347,606.3933333333333
Built-up  Area,Ready To Move,Nagarbhavi,1 Bedroom,900.0,1.0,0.0,175.0,1,19444.444444444445,900.0
Super built-up  Area,18-Apr,Hebbal,3 BHK,1355.0,3.0,1.0,83.87,3,6189.667896678967,451.6666666666667
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,2145.0,4.0,1.0,270.0,3,12587.412587412588,715.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,300.0,3,12121.212121212122,825.0
Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,1118.0,2.0,0.0,30.0,2,2683.3631484794278,559.0
Super built-up  Area,Ready To Move,Other,1 BHK,910.0,1.0,1.0,42.0,1,4615.384615384615,910.0
Super built-up  Area,18-May,Other,3 BHK,1250.0,3.0,2.0,39.0,3,3120.0,416.6666666666667
Super built-up  Area,18-Mar,Hosakerehalli,2 BHK,1304.0,2.0,3.0,100.0,2,7668.711656441717,652.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1615.0,3.0,2.0,58.0,3,3591.331269349845,538.3333333333334
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1400.0,2.0,2.0,68.0,2,4857.142857142857,700.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1070.0,2.0,2.0,47.5,2,4439.252336448598,535.0
Super built-up  Area,17-Nov,Hebbal,3 BHK,3500.0,3.0,3.0,395.0,3,11285.714285714286,1166.6666666666667
Super built-up  Area,22-Jun,Hoodi,2 BHK,1132.0,2.0,1.0,89.37,2,7894.876325088339,566.0
Super built-up  Area,Ready To Move,Other,3 BHK,2000.0,3.0,2.0,85.0,3,4250.0,666.6666666666666
Plot  Area,Ready To Move,Hebbal,7 Bedroom,2400.0,5.0,1.0,550.0,7,22916.666666666668,342.85714285714283
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,794.0,1.0,2.0,65.0,1,8186.39798488665,794.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,2.0,43.59,2,3999.0825688073396,545.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1500.0,3.0,2.0,70.0,3,4666.666666666667,500.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,2059.0,3.0,2.0,225.0,3,10927.634774162214,686.3333333333334
Super built-up  Area,18-May,Bhoganhalli,2 BHK,1447.0,2.0,1.0,75.97,2,5250.172771250864,723.5
Super built-up  Area,20-Dec,Whitefield,2 BHK,1269.0,2.0,1.0,75.0,2,5910.16548463357,634.5
Plot  Area,18-Apr,Other,4 Bedroom,4800.0,4.0,0.0,700.0,4,14583.333333333334,1200.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1070.0,2.0,2.0,37.45,2,3500.0000000000005,535.0
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1150.0,2.0,0.0,28.0,2,2434.782608695652,575.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1208.0,2.0,2.0,70.0,2,5794.701986754967,604.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1185.0,2.0,1.0,45.5,2,3839.662447257384,592.5
Plot  Area,Ready To Move,Other,3 Bedroom,1200.0,3.0,1.0,130.0,3,10833.333333333334,400.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,888.0,2.0,1.0,34.0,2,3828.828828828829,444.0
Super built-up  Area,18-Aug,Chandapura,2 BHK,1015.0,2.0,2.0,25.88,2,2549.753694581281,507.5
Built-up  Area,Ready To Move,Other,1 BHK,532.0,1.0,1.0,22.49,1,4227.443609022556,532.0
Super built-up  Area,Ready To Move,Other,3 BHK,1060.0,3.0,1.0,62.0,3,5849.056603773585,353.3333333333333
Built-up  Area,Ready To Move,Electronic City,1 BHK,700.0,1.0,1.0,35.0,1,5000.0,700.0
Super built-up  Area,Ready To Move,Other,2 BHK,902.0,2.0,2.0,42.0,2,4656.319290465632,451.0
Super built-up  Area,19-Dec,Binny Pete,2 BHK,1365.0,2.0,1.0,122.0,2,8937.728937728938,682.5
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,984.0,2.0,1.0,51.0,2,5182.926829268293,492.0
Plot  Area,Ready To Move,Hebbal,4 Bedroom,2700.0,2.0,2.0,100.0,4,3703.703703703704,675.0
Super built-up  Area,Ready To Move,Other,3 BHK,1475.0,3.0,2.0,96.0,3,6508.474576271186,491.6666666666667
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1300.0,2.0,2.0,79.0,2,6076.923076923077,650.0
Built-up  Area,Ready To Move,Babusapalaya,3 BHK,1453.0,2.0,2.0,43.59,3,3000.0,484.3333333333333
Super built-up  Area,Ready To Move,Other,2 BHK,1550.0,2.0,3.0,160.0,2,10322.58064516129,775.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1666.0,3.0,2.0,95.0,3,5702.280912364946,555.3333333333334
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,1410.0,4.0,2.0,160.0,4,11347.517730496455,352.5
Plot  Area,18-Mar,Yelahanka,4 Bedroom,4025.0,5.0,3.0,800.0,4,19875.77639751553,1006.25
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1845.0,3.0,3.0,91.0,3,4932.249322493225,615.0
